session_name,classifier,cost,accuracy,beta1,beta2,calculated_learning_rate,classifier_instance,current_batch_index,current_batch_iteration_index,epoch,epsilon,f1,hidden_layers,iteration_count,lambd,learning_rate,learning_rate_decay,minibatch_size,precision,recall,shuffle,support,test_set,timestamp,total_batch_index,total_iteration_index
Session 0002,NeuralNetWithAdam,1.1855114116641219,0.4700625558534406,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,15.0,0.0,1e-08,0.4141875103783996,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.38578384671545696,0.4700625558534406,1.0,1119.0,train,2017-09-30 18:39:32.844666,0.0,15.0
Session 0002,NeuralNetWithAdam,1.1870479626141657,0.4486148346738159,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,16.0,0.0,1e-08,0.31914947986939785,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3480871845160098,0.4486148346738159,1.0,1119.0,train,2017-09-30 18:39:32.852264,0.0,16.0
Session 0002,NeuralNetWithAdam,1.1786908586760225,0.45218945487042,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,17.0,0.0,1e-08,0.3618896573881652,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3541995734588551,0.45218945487042,1.0,1119.0,train,2017-09-30 18:39:32.860374,0.0,17.0
Session 0002,NeuralNetWithAdam,1.176624012065625,0.4915102770330652,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,18.0,0.0,1e-08,0.4457485444045169,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.41915511414942164,0.4915102770330652,1.0,1119.0,train,2017-09-30 18:39:32.867815,0.0,18.0
Session 0002,NeuralNetWithAdam,1.1793591066727287,0.4584450402144772,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,19.0,0.0,1e-08,0.41538745452234843,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.38108046330929607,0.4584450402144772,1.0,1119.0,train,2017-09-30 18:39:32.875193,0.0,19.0
Session 0002,NeuralNetWithAdam,1.1824005669287854,0.4334226988382484,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,20.0,0.0,1e-08,0.36971808868805994,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.346903153847901,0.4334226988382484,1.0,1119.0,train,2017-09-30 18:39:32.882386,0.0,20.0
Session 0002,NeuralNetWithAdam,1.18840816396763,0.42359249329758714,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,21.0,0.0,1e-08,0.3161075771679556,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3250464215935653,0.42359249329758714,1.0,1119.0,train,2017-09-30 18:39:32.889539,0.0,21.0
Session 0002,NeuralNetWithAdam,1.1853172553202465,0.4316353887399464,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,22.0,0.0,1e-08,0.32565534703604404,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3373240829803055,0.4316353887399464,1.0,1119.0,train,2017-09-30 18:39:32.896776,0.0,22.0
Session 0002,NeuralNetWithAdam,1.1797505924033096,0.4361036639857015,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,23.0,0.0,1e-08,0.37635714956203253,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3551403334566385,0.4361036639857015,1.0,1119.0,train,2017-09-30 18:39:32.904012,0.0,23.0
Session 0002,NeuralNetWithAdam,1.1840714247120332,0.4495084897229669,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,24.0,0.0,1e-08,0.4052883988597665,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.36980593761586644,0.4495084897229669,1.0,1119.0,train,2017-09-30 18:39:32.911328,0.0,24.0
Session 0002,NeuralNetWithAdam,1.183081491642309,0.4477211796246649,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,25.0,0.0,1e-08,0.40472496247416023,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.36926396572772624,0.4477211796246649,1.0,1119.0,train,2017-09-30 18:39:32.918702,0.0,25.0
Session 0002,NeuralNetWithAdam,1.1760650331020455,0.44325290437890974,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,26.0,0.0,1e-08,0.3950776498883827,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.36188529069505787,0.44325290437890974,1.0,1119.0,train,2017-09-30 18:39:32.926010,0.0,26.0
Session 0002,NeuralNetWithAdam,1.1775730753236124,0.42180518319928506,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,27.0,0.0,1e-08,0.3534700640378684,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3327861544734513,0.42180518319928506,1.0,1119.0,train,2017-09-30 18:39:32.933301,0.0,27.0
Session 0002,NeuralNetWithAdam,1.1770240692409355,0.41823056300268097,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,28.0,0.0,1e-08,0.3507129490272981,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3275506543668074,0.41823056300268097,1.0,1119.0,train,2017-09-30 18:39:32.941071,0.0,28.0
Session 0002,NeuralNetWithAdam,1.1709149556937564,0.451295799821269,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,29.0,0.0,1e-08,0.40486952213503064,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3690635525204205,0.451295799821269,1.0,1119.0,train,2017-09-30 18:39:32.948738,0.0,29.0
Session 0002,NeuralNetWithAdam,1.1708802064730266,0.4772117962466488,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,30.0,0.0,1e-08,0.43191999339674325,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.40241357241727527,0.4772117962466488,1.0,1119.0,train,2017-09-30 18:39:32.955981,0.0,30.0
Session 0002,NeuralNetWithAdam,1.170545636387402,0.4736371760500447,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,31.0,0.0,1e-08,0.42689605159155297,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.40460435706510683,0.4736371760500447,1.0,1119.0,train,2017-09-30 18:39:32.963336,0.0,31.0
Session 0002,NeuralNetWithAdam,1.165092917656683,0.46648793565683644,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,32.0,0.0,1e-08,0.42287165465310095,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3879313499412967,0.46648793565683644,1.0,1119.0,train,2017-09-30 18:39:32.970579,0.0,32.0
Session 0002,NeuralNetWithAdam,1.1659849236535564,0.45576407506702415,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,33.0,0.0,1e-08,0.4079172684610522,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3716680286194106,0.45576407506702415,1.0,1119.0,train,2017-09-30 18:39:32.977890,0.0,33.0
Session 0002,NeuralNetWithAdam,1.164191657023095,0.46023235031277926,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,34.0,0.0,1e-08,0.41255496237228434,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.37574296978488425,0.46023235031277926,1.0,1119.0,train,2017-09-30 18:39:32.985156,0.0,34.0
Session 0002,NeuralNetWithAdam,1.160634687823466,0.46559428060768543,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,35.0,0.0,1e-08,0.4223200205317597,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3883280007285064,0.46559428060768543,1.0,1119.0,train,2017-09-30 18:39:32.992420,0.0,35.0
Session 0002,NeuralNetWithAdam,1.1622495424037804,0.4772117962466488,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,36.0,0.0,1e-08,0.431464001610267,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.4083614556304422,0.4772117962466488,1.0,1119.0,train,2017-09-30 18:39:32.999747,0.0,36.0
Session 0002,NeuralNetWithAdam,1.1593810431942555,0.4682752457551385,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,37.0,0.0,1e-08,0.42467721344353704,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.39427336731625573,0.4682752457551385,1.0,1119.0,train,2017-09-30 18:39:33.007082,0.0,37.0
Session 0002,NeuralNetWithAdam,1.1585665915011096,0.4718498659517426,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,38.0,0.0,1e-08,0.4259133466590934,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.38823670684152867,0.4718498659517426,1.0,1119.0,train,2017-09-30 18:39:33.014413,0.0,38.0
Session 0002,NeuralNetWithAdam,1.15885378806049,0.4691689008042895,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,39.0,0.0,1e-08,0.421801954601457,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3840349120150895,0.4691689008042895,1.0,1119.0,train,2017-09-30 18:39:33.021733,0.0,39.0
Session 0002,NeuralNetWithAdam,1.1561853698825335,0.48078641644325293,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,40.0,0.0,1e-08,0.4365712988574121,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.4029433876618863,0.48078641644325293,1.0,1119.0,train,2017-09-30 18:39:33.029897,0.0,40.0
Session 0002,NeuralNetWithAdam,1.1572232691350133,0.4879356568364611,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,41.0,0.0,1e-08,0.4420013915684043,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.4196117677713479,0.4879356568364611,1.0,1119.0,train,2017-09-30 18:39:33.037144,0.0,41.0
Session 0002,NeuralNetWithAdam,1.1551433256025492,0.4879356568364611,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,42.0,0.0,1e-08,0.44303872412413925,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.4144372525548828,0.4879356568364611,1.0,1119.0,train,2017-09-30 18:39:33.044412,0.0,42.0
Session 0002,NeuralNetWithAdam,1.1550879649728274,0.47542448614834676,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,43.0,0.0,1e-08,0.43048303155810297,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.3934447847766076,0.47542448614834676,1.0,1119.0,train,2017-09-30 18:39:33.051648,0.0,43.0
Session 0002,NeuralNetWithAdam,1.154515185091215,0.47810545129579984,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,44.0,0.0,1e-08,0.43320151955516817,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.39627617992462255,0.47810545129579984,1.0,1119.0,train,2017-09-30 18:39:33.058863,0.0,44.0
Session 0002,NeuralNetWithAdam,1.1527720491062634,0.4932975871313673,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,45.0,0.0,1e-08,0.44846573068975126,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.4207158212098184,0.4932975871313673,1.0,1119.0,train,2017-09-30 18:39:33.066259,0.0,45.0
Session 0002,NeuralNetWithAdam,1.1533425930157655,0.4915102770330652,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,46.0,0.0,1e-08,0.4453434508252206,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.42692861733763043,0.4915102770330652,1.0,1119.0,train,2017-09-30 18:39:33.073563,0.0,46.0
Session 0002,NeuralNetWithAdam,1.1513069227885695,0.4959785522788204,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,47.0,0.0,1e-08,0.45125255312709467,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.4225121356677449,0.4959785522788204,1.0,1119.0,train,2017-09-30 18:39:33.082086,0.0,47.0
Session 0002,NeuralNetWithAdam,1.1515619524746727,0.48168007149240394,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,48.0,0.0,1e-08,0.4373311627763541,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.40155262501107003,0.48168007149240394,1.0,1119.0,train,2017-09-30 18:39:33.089274,0.0,48.0
Session 0002,NeuralNetWithAdam,1.150092052534546,0.4915102770330652,0.9,0.999,0.008,71545335-e676-495c-900f-ea04493f9eb1,0.0,49.0,0.0,1e-08,0.4470365257634694,"(24, 36, 24, 36, 12, 24)",50.0,0.0,0.008,0.0,0.0,0.41323620130163274,0.4915102770330652,1.0,1119.0,train,2017-09-30 18:39:33.096495,0.0,49.0
